"Annotation1-1","BeginTime","Annotation2-1","BeginTime","Annotation3-1","BeginTime","TranscriptionName"
Possesses,427938,tener,427938,VMIP3S0,427938,"What-CEIAF-ES.eaf"
Hearing,494792,percibir,494792,VMIP3S0,494792,"What-CEIAF-ES.eaf"
IntentionalPsychologicalProcess,498131,estudiar,498131,VMG0000,498131,"What-CEIAF-ES.eaf"
BodyMotion,509937,levantar,509937,VMIP3S0,509937,"What-CEIAF-ES.eaf"
Motion,510978,marchar,510978,VMIP3S0,510978,"What-CEIAF-ES.eaf"
Walking,512713,deambular,512713,VMIP3S0,512713,"What-CEIAF-ES.eaf"
Hearing,514448,percibir,514448,VMG0000,514448,"What-CEIAF-ES.eaf"
Motion,517571,detener,517571,VMIP3S0,517571,"What-CEIAF-ES.eaf"
Motion,519306,llegar,519306,VMN0000,519306,"What-CEIAF-ES.eaf"
Walking,528279,caminar,528279,VMG0000,528279,"What-CEIAF-ES.eaf"
Seeing,537198,mirar,537198,VMIP3P0,537198,"What-CEIAF-ES.eaf"
Seeing,539350,reparar,539350,VMN0000,539350,"What-CEIAF-ES.eaf"
IntentionalPsychologicalProcess,557808,localizar,557808,VMN0000,557808,"What-CEIAF-ES.eaf"
Process,559576,proceder,559576,VMIP3S0,559576,"What-CEIAF-ES.eaf"
BodyMotion,707526,negar,707526,VMIP3S0,707526,"What-CEIAF-ES.eaf"
Seeing,708578,mirar,708578,VMG0000,708578,"What-CEIAF-ES.eaf"
Process,711208,reaccionar,711208,VMIP3P0,711208,"What-CEIAF-ES.eaf"
BodyMotion,715387,abrir,715387,VMIP3S0,715387,"What-CEIAF-ES.eaf"
BodyMotion,716415,sonreír,716415,VMIP3S0,716415,"What-CEIAF-ES.eaf"
Motion,738152,marchar,738152,VMIP3P0,738152,"What-CEIAF-ES.eaf"
Process,740568,mostrar,740568,VMIP3S0,740568,"What-CEIAF-ES.eaf"
Walking,745460,correr,745460,VMIP3S0,745460,"What-CEIAF-ES.eaf"
Process,746620,dar,746620,VMN0000,746620,"What-CEIAF-ES.eaf"
Motion,751309,marchar,751309,VMIP3P0,751309,"What-CEIAF-ES.eaf"
Communication,758630,hablar,758630,VMIP3S0,758630,"What-CEIAF-ES.eaf"
Process,760180,tender,760180,VMIP3S0,760180,"What-CEIAF-ES.eaf"
Process,764778,tender,764778,VMN0000,764778,"What-CEIAF-ES.eaf"
Process,765593,dar,765593,VMN0000,765593,"What-CEIAF-ES.eaf"
Communication,768890,habla,768890,VMIP2S0,768890,"What-CEIAF-ES.eaf"
Hearing,774990,oír,774990,VMM02S0,774990,"What-CEIAF-ES.eaf"
Process,775790,poder,775790,VMIP1S0,775790,"What-CEIAF-ES.eaf"
Communication,775990,hablar,775990,VMN0000,775990,"What-CEIAF-ES.eaf"
Process,776790,dejar,776790,VMN0000,776790,"What-CEIAF-ES.eaf"
Process,784482,ocurrir,784482,VMIP3S0,784482,"What-CEIAF-ES.eaf"
Walking,10999,hacer_footing,10999,VMIP3S0,10999,"What-CineAccesibleNavarra-ES.eaf"
Walking,12894,pasear,12894,VMIP3S0,12894,"What-CineAccesibleNavarra-ES.eaf"
